Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,SYN Flag Count,ACK Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Label
129896,3,6,26,11607,20,8.666666667,5840,1934.5,89556.26039,69.28619819,16237.0,45521.32657,895,129819,0,0,1292.555556,8.666666667,1934.5,1
219,2,2,64,258,32,32.0,129,129.0,1470319.635,18264.84018,73.0,86.53323061,1,49,0,0,88.5,32.0,129.0,0
68289,3,4,26,11601,20,8.666666667,7215,2900.25,170261.682,102.505528,11381.5,17340.97894,30032,68136,0,0,1661.0,8.666666667,2900.25,1
249950,3,5,26,11601,20,8.666666667,7300,2320.2,46517.30346,32.00640128,35707.14286,86484.80471,18008,249769,0,0,1453.375,8.666666667,2320.2,1
101191453,5,10,11607,68,5840,2321.4,20,6.8,115.3753568,0.148233863,7227960.929,24800000.0,101000000,100000000,0,1,778.7333333,2321.4,6.8,0
76664786,8,4,56,11601,20,7.0,7215,2900.25,152.051556,0.156525579,6969526.0,22300000.0,76600000,95401,0,1,971.9166667,7.0,2900.25,1
1865811,3,4,26,11607,20,8.666666667,11595,2901.75,6234.822284,3.751719762,310968.5,760398.2282,2358,1865796,0,0,1661.857143,8.666666667,2901.75,1
94202896,8,6,56,11601,20,7.0,5840,1933.5,123.7435418,0.148615389,7246376.615,24600000.0,94200000,61480,0,1,833.0714286,7.0,1933.5,1
78433236,7,10,11613,68,5840,1659.0,20,6.8,148.9292116,0.21674485,4902077.25,18800000.0,78400000,77300000,0,1,687.4705882,1659.0,6.8,0
221247,1,1,55,156,55,55.0,156,156.0,953.6852477,9.039670594,221247.0,0.0,0,0,0,0,133.0,55.0,156.0,0
310,3,1,83,6,46,27.66666667,6,6.0,287096.7742,12903.22581,103.3333333,48.58326186,310,0,1,1,33.75,27.66666667,6.0,0
253394,3,5,26,11601,20,8.666666667,5840,2320.2,45885.06437,31.57138685,36199.14286,90883.0062,10367,253314,0,0,1453.375,8.666666667,2320.2,1
246,2,2,64,204,32,32.0,102,102.0,1089430.894,16260.1626,82.0,58.02585631,48,49,0,0,75.0,32.0,102.0,0
3998935,4,0,24,0,6,6.0,0,0.0,6.001597925,1.000266321,1332978.333,2306199.833,3998935,0,0,1,7.5,6.0,0.0,1
1747556,3,5,26,11607,20,8.666666667,10135,2321.4,6656.725164,4.577821827,249650.8571,659991.1546,932,1747501,0,0,1454.125,8.666666667,2321.4,1
203190,3,5,26,11601,20,8.666666667,7300,2320.2,57222.30425,39.37201634,29027.14286,72154.40204,9556,203162,0,0,1453.375,8.666666667,2320.2,1
5415058,1,5,6,30,6,6.0,6,6.0,6.648128238,1.108021373,1083011.6,2409587.579,0,5408881,0,1,7.0,6.0,6.0,0
8779844,1,5,1375,24,1375,1375.0,6,4.8,159.3422389,0.683383441,1755968.8,3922441.956,0,8777750,1,1,462.3333333,1375.0,4.8,0
142415,46,56,1313,104393,570,28.54347826,2896,1864.160714,742239.2304,716.2166907,1410.049505,5194.103074,142344,119453,0,0,1036.333333,28.54347826,1864.160714,0
24337,4,2,132,534,33,33.0,267,267.0,27365.73941,246.5381929,4867.4,9455.431365,21662,3,0,0,116.5,33.0,267.0,0
159278,3,5,26,11607,20,8.666666667,10220,2321.4,73035.82416,50.22664775,22754.0,59746.20969,789,159200,0,0,1454.125,8.666666667,2321.4,1
1363354,3,5,26,11607,20,8.666666667,5840,2321.4,8532.633491,5.867881709,194764.8571,514850.9957,796,1363339,0,0,1454.125,8.666666667,2321.4,1
523377,3,5,26,11601,20,8.666666667,5840,2320.2,22215.34382,15.2853488,74768.14286,192451.2803,11678,523286,0,0,1453.375,8.666666667,2320.2,1
7183814,5,0,30,0,6,6.0,0,0.0,4.17605467,0.696009112,1795953.5,3589242.553,7183814,0,0,1,7.2,6.0,0.0,1
28696,2,6,20,11601,20,10.0,4380,1933.5,404969.3337,278.7844996,4099.428571,8714.909482,4930,28621,0,0,1452.625,10.0,1933.5,1
97388,3,5,26,11601,20,8.666666667,5840,2320.2,119388.4257,82.14564423,13912.57143,27261.174,24581,97308,0,0,1453.375,8.666666667,2320.2,1
125,2,0,12,0,6,6.0,0,0.0,96000.0,16000.0,125.0,0.0,125,0,0,1,9.0,6.0,0.0,0
74335801,8,4,56,11601,20,7.0,8760,2900.25,156.815422,0.161429619,6757800.091,19300000.0,73900000,449834,0,1,971.9166667,7.0,2900.25,1
3363660,5,0,30,0,6,6.0,0,0.0,8.918856246,1.486476041,840915.0,1680690.014,3363660,0,0,1,7.2,6.0,0.0,1
279523,1,1,42,173,42,42.0,173,173.0,769.1674746,7.155046275,279523.0,0.0,0,0,0,0,128.5,42.0,173.0,0
5792506,3,1,0,0,0,0.0,0,0.0,0.0,0.690547407,1930835.333,3316006.151,5792506,0,0,0,0.0,0.0,0.0,0
91010,5,0,30,0,6,6.0,0,0.0,329.6341061,54.93901769,22752.5,44856.66403,91010,0,0,1,7.2,6.0,0.0,1
217,2,2,64,204,32,32.0,102,102.0,1235023.041,18433.17972,72.33333333,84.45314283,2,49,0,0,75.0,32.0,102.0,0
1992432,5,0,30,0,6,6.0,0,0.0,15.0569756,2.509495933,498108.0,995096.716,1992432,0,0,1,7.2,6.0,0.0,1
11687812,5,0,30,0,6,6.0,0,0.0,2.566776399,0.427796067,2921953.0,5842574.019,11700000,0,0,1,7.2,6.0,0.0,1
264,3,0,0,0,0,0.0,0,0.0,0.0,11363.63636,132.0,118.7939392,264,0,0,1,0.0,0.0,0.0,0
900142,3,5,26,11607,20,8.666666667,10135,2321.4,12923.51651,8.887486641,128591.7143,339799.7646,708,900094,0,0,1454.125,8.666666667,2321.4,1
9514518,1,6,6,36,6,6.0,6,6.0,4.414306642,0.735717774,1585753.0,3878936.719,0,9508819,0,1,6.857142857,6.0,6.0,0
30582,1,1,47,79,47,47.0,79,79.0,4120.07063,65.3979465,30582.0,0.0,0,0,0,0,86.5,47.0,79.0,0
87096022,8,5,56,11607,20,7.0,5840,2321.4,133.909675,0.149260548,7258001.833,22000000.0,87000000,84238,0,1,897.6153846,7.0,2321.4,1
80877967,8,5,56,11601,20,7.0,4380,2320.2,144.1307247,0.160735989,6739830.583,21800000.0,80600000,237142,0,1,897.1538462,7.0,2320.2,1
313110,3,4,26,11601,20,8.666666667,5840,2900.25,37133.9146,22.35636038,52185.0,121377.9756,13053,312968,0,0,1661.0,8.666666667,2900.25,1
225739,3,6,26,11607,20,8.666666667,5840,1934.5,51532.96506,39.86905231,28217.375,78794.85902,1943,225722,0,0,1292.555556,8.666666667,1934.5,1
11023465,1,5,6,30,6,6.0,6,6.0,3.265760811,0.544293469,2204693.0,4909868.007,0,11000000,0,1,7.0,6.0,6.0,0
12849258,1,5,6,30,6,6.0,6,6.0,2.8017182,0.466953033,2569851.6,5722512.24,0,12800000,0,1,7.0,6.0,6.0,0
59146,3,6,26,11601,20,8.666666667,4380,1933.5,196581.3411,152.1658269,7393.25,17286.0836,9011,59098,0,0,1291.888889,8.666666667,1933.5,1
925329,3,6,26,11607,20,8.666666667,5840,1934.5,12571.74475,9.726270332,115666.125,326732.2179,714,925183,0,0,1292.555556,8.666666667,1934.5,1
70272010,8,5,56,11607,20,7.0,10135,2321.4,165.9693525,0.18499542,5856000.833,18800000.0,69700000,596120,0,1,897.6153846,7.0,2321.4,1
3,3,0,83,0,46,27.66666667,0,0.0,27700000.0,1000000.0,1.5,0.707106781,3,0,1,1,43.0,27.66666667,0.0,0
3910919,4,0,24,0,6,6.0,0,0.0,6.136665065,1.022777511,1303639.667,2252791.344,3910919,0,0,1,7.5,6.0,0.0,1
1,2,0,0,0,0,0.0,0,0.0,0.0,2000000.0,1.0,0.0,1,0,0,1,0.0,0.0,0.0,0
205,2,2,64,204,32,32.0,102,102.0,1307317.073,19512.19512,68.33333333,112.2957405,3,4,0,0,75.0,32.0,102.0,0
7731256,5,0,30,0,6,6.0,0,0.0,3.880352688,0.646725448,1932814.0,3865002.0,7731256,0,0,1,7.2,6.0,0.0,1
9838025,4,0,24,0,6,6.0,0,0.0,2.439514028,0.406585671,3279341.667,5679943.081,9838025,0,0,1,7.5,6.0,0.0,1
78354081,8,5,56,11601,20,7.0,7300,2320.2,148.7733613,0.165913502,6529506.75,22300000.0,77700000,690193,0,1,897.1538462,7.0,2320.2,1
47162,3,6,26,11601,20,8.666666667,5840,1933.5,246533.2259,190.8316017,5895.25,14976.7712,3669,46786,0,0,1291.888889,8.666666667,1933.5,1
48530,1,1,45,88,45,45.0,88,88.0,2740.572842,41.21162168,48530.0,0.0,0,0,0,0,89.0,45.0,88.0,0
97,2,0,0,0,0,0.0,0,0.0,0.0,20618.5567,97.0,0.0,97,0,0,1,0.0,0.0,0.0,0
84358759,7,9,11607,62,4380,1658.142857,20,6.888888889,138.325885,0.189666138,5623917.267,20300000.0,84400000,84300000,0,1,729.6875,1658.142857,6.888888889,0
25283,2,2,68,172,34,34.0,86,86.0,9492.544397,158.2090733,8427.666667,14592.81681,1,4,0,0,68.5,34.0,86.0,0
5438031,1,5,6,30,6,6.0,6,6.0,6.620043174,1.103340529,1087606.2,2416227.333,0,5425910,0,1,7.0,6.0,6.0,0
76640616,6,9,11607,62,7300,1934.5,20,6.888888889,152.2560831,0.195718677,5474329.714,19200000.0,76600000,76600000,0,1,778.3333333,1934.5,6.888888889,0
561797,3,5,26,11607,20,8.666666667,10135,2321.4,20706.76775,14.24001908,80256.71429,211923.1244,714,561746,0,0,1454.125,8.666666667,2321.4,1
70466088,8,4,56,11601,20,7.0,10135,2900.25,165.4270917,0.170294681,6406008.0,19900000.0,70500000,29990,0,1,971.9166667,7.0,2900.25,1
3970104,1,5,6,30,6,6.0,6,6.0,9.067772532,1.511295422,794020.8,1769226.683,0,3960547,0,1,7.0,6.0,6.0,0
1,2,0,12,0,6,6.0,0,0.0,12000000.0,2000000.0,1.0,0.0,1,0,0,0,9.0,6.0,0.0,0
127081,4,2,32,6,20,8.0,6,3.0,299.0218837,47.21398163,25416.2,48749.79884,127081,15017,0,0,6.333333333,8.0,3.0,1
81599264,8,4,56,11601,20,7.0,7215,2900.25,142.8566807,0.14706015,7418114.909,22400000.0,80600000,998245,0,1,971.9166667,7.0,2900.25,1
3,2,0,37,0,31,18.5,0,0.0,12300000.0,666666.6667,3.0,0.0,3,0,1,1,34.0,18.5,0.0,0
550867,5,0,30,0,6,6.0,0,0.0,54.4596064,9.076601067,137716.75,274851.14,550867,0,0,1,7.2,6.0,0.0,1
64021382,2,2,96,96,48,48.0,48,48.0,2.998998053,0.062479126,21300000.0,36900000.0,64000000,64000000,0,0,60.0,48.0,48.0,0
1548166,3,4,26,11607,20,8.666666667,11595,2901.75,7514.052111,4.521478963,258027.6667,631506.5906,852,1548120,0,0,1661.857143,8.666666667,2901.75,1
5328885,1,5,6,30,6,6.0,6,6.0,6.755634622,1.125939104,1065777.0,2364630.012,0,5319852,0,1,7.0,6.0,6.0,0
46632,1,1,40,72,40,40.0,72,72.0,2401.784183,42.88900326,46632.0,0.0,0,0,0,0,76.0,40.0,72.0,0
23697,2,2,90,146,45,45.0,73,73.0,9959.066549,168.7977381,7899.0,13637.32059,48,3,0,0,70.25,45.0,73.0,0
31267,6,2,11607,26,8675,1934.5,20,13.0,372053.6028,255.8608117,4466.714286,11458.9176,31267,28,0,0,1454.125,1934.5,13.0,0
1119972,5,0,30,0,6,6.0,0,0.0,26.78638395,4.464397324,279993.0,559319.529,1119972,0,0,1,7.2,6.0,0.0,1
80874063,8,4,56,11601,20,7.0,7215,2900.25,144.1376823,0.148378844,7352187.545,23400000.0,80600000,240177,0,1,971.9166667,7.0,2900.25,1
194788,73,117,1135,163377,188,15.54794521,2920,1396.384615,844569.4807,975.4194304,1030.624339,3935.379969,194788,178866,0,0,865.8526316,15.54794521,1396.384615,0
417390,3,6,26,11607,20,8.666666667,5840,1934.5,27870.81626,21.56256738,52173.75,147085.7537,836,417329,0,0,1292.555556,8.666666667,1934.5,1
3,2,0,37,0,31,18.5,0,0.0,12300000.0,666666.6667,3.0,0.0,3,0,1,1,34.0,18.5,0.0,0
110059731,20,18,2483,5493,1038,124.15,2707,305.1666667,72.46973918,0.345267062,2974587.324,4592615.339,110000000,110000000,0,0,209.8947368,124.15,305.1666667,0
51029,1,1,0,0,0,0.0,0,0.0,0.0,39.19339983,51029.0,0.0,0,0,0,1,0.0,0.0,0.0,0
7935825,4,0,24,0,6,6.0,0,0.0,3.024260238,0.504043373,2645275.0,4581747.236,7935825,0,0,1,7.5,6.0,0.0,1
2902867,5,0,30,0,6,6.0,0,0.0,10.33461058,1.722435096,725716.75,1450157.571,2902867,0,0,1,7.2,6.0,0.0,1
612484,1,5,6,30,6,6.0,6,6.0,58.7770456,9.796174267,122496.8,258718.8515,0,609015,0,1,7.0,6.0,6.0,0
249,2,2,66,534,33,33.0,267,267.0,2409638.554,16064.25703,83.0,136.8320138,4,4,0,0,158.25,33.0,267.0,0
23423,1,1,52,113,52,52.0,113,113.0,7044.35811,85.3861589,23423.0,0.0,0,0,0,0,108.5,52.0,113.0,0
2061289,1,7,6,42,6,6.0,6,6.0,23.28639992,3.881066653,294469.8571,771021.0346,0,2058956,0,1,6.75,6.0,6.0,0
6592840,6,0,36,0,6,6.0,0,0.0,5.460469236,0.910078206,1318568.0,2947288.012,6592840,0,0,1,7.0,6.0,0.0,1
916966,2,5,20,11601,20,10.0,4380,2320.2,12673.31613,7.633870831,152827.6667,372001.5761,3917,916862,0,0,1660.142857,10.0,2320.2,1
10132865,5,0,30,0,6,6.0,0,0.0,2.960663149,0.493443858,2533216.25,5065802.519,10100000,0,0,1,7.2,6.0,0.0,1
7304836,5,0,30,0,6,6.0,0,0.0,4.106868381,0.684478064,1826209.0,3651746.03,7304836,0,0,1,7.2,6.0,0.0,1
182465,3,6,26,11601,20,8.666666667,5840,1933.5,63721.80966,49.32452799,22808.125,59421.53562,11777,182319,0,0,1291.888889,8.666666667,1933.5,1
81060967,5,9,11607,62,7215,2321.4,20,6.888888889,143.9533777,0.172709511,6235459.0,21000000.0,81100000,80200000,0,1,833.9285714,2321.4,6.888888889,0
9450787,4,0,24,0,6,6.0,0,0.0,2.539471051,0.423245175,3150262.333,5454672.067,9450787,0,0,1,7.5,6.0,0.0,1
239,2,2,64,258,32,32.0,129,129.0,1347280.335,16736.40167,79.66666667,98.39884823,1,48,0,0,88.5,32.0,129.0,0
46144,3,5,26,11601,20,8.666666667,5840,2320.2,251972.0874,173.370319,6592.0,16915.50496,45031,46066,0,0,1453.375,8.666666667,2320.2,1
1768015,7,2,11601,26,4380,1657.285714,20,13.0,6576.301672,5.090454549,221001.875,616287.5805,1768015,1,0,0,1291.888889,1657.285714,13.0,0
632085,3,7,26,11601,20,8.666666667,2920,1657.285714,18394.67793,15.82065703,70231.66667,207008.7136,9378,632074,0,0,1162.7,8.666666667,1657.285714,1
42841,3,5,26,11607,20,8.666666667,10135,2321.4,271538.9463,186.7370043,6120.142857,15726.81139,717,42775,0,0,1454.125,8.666666667,2321.4,1
186,2,2,88,188,44,44.0,94,94.0,1483870.968,21505.37634,62.0,102.1909976,3,3,0,0,80.0,44.0,94.0,0
250594,7,2,11601,26,5840,1657.285714,20,13.0,46397.75892,35.91466675,31324.25,83326.05017,250594,4,0,0,1291.888889,1657.285714,13.0,0
17587,2,0,0,0,0,0.0,0,0.0,0.0,113.7203616,17587.0,0.0,17587,0,0,1,0.0,0.0,0.0,0
61467,4,2,132,170,33,33.0,85,85.0,4913.20546,97.61335351,12293.4,16832.61754,30232,4,0,0,55.83333333,33.0,85.0,0
387774,2,2,70,114,35,35.0,57,57.0,474.50319,10.31528674,129258.0,223877.0932,1,4,0,0,54.75,35.0,57.0,0
104761,3,4,26,11607,20,8.666666667,11595,2901.75,111043.2317,66.81875889,17460.16667,42334.25832,878,104713,0,0,1661.857143,8.666666667,2901.75,1
4061041,4,0,24,0,6,6.0,0,0.0,5.909814749,0.984969125,1353680.333,2342892.228,4061041,0,0,1,7.5,6.0,0.0,1
4976369,5,1,135,46,46,27.0,46,46.0,36.37190088,1.205698372,995273.8,2151804.947,4976369,0,1,1,37.83333333,27.0,46.0,0
224,2,2,92,284,46,46.0,142,142.0,1678571.429,17857.14286,74.66666667,122.3982571,4,4,0,0,105.5,46.0,142.0,0
1737372,3,5,26,11607,20,8.666666667,8760,2321.4,6695.745068,4.604655767,248196.0,656324.4906,599,1737356,0,0,1454.125,8.666666667,2321.4,1
2419,2,0,12,0,6,6.0,0,0.0,4960.727573,826.7879289,2419.0,0.0,2419,0,0,1,9.0,6.0,0.0,0
63510,2,4,20,11607,20,10.0,11595,2901.75,183073.5317,94.47331129,12702.0,27804.0964,792,63460,0,0,1937.833333,10.0,2901.75,1
239,2,2,64,204,32,32.0,102,102.0,1121338.912,16736.40167,79.66666667,54.84827557,48,48,0,0,75.0,32.0,102.0,0
960098,3,4,26,11601,20,8.666666667,8760,2900.25,12110.22208,7.290922385,160016.3333,389439.9361,4869,959923,0,0,1661.0,8.666666667,2900.25,1
614824,3,6,26,11607,20,8.666666667,5755,1934.5,18920.86191,14.63833552,76853.0,217116.9833,512,614764,0,0,1292.555556,8.666666667,1934.5,1
6735827,4,0,24,0,6,6.0,0,0.0,3.563036877,0.59383948,2245275.667,3888070.734,6735827,0,0,1,7.5,6.0,0.0,1
7785799,4,0,24,0,6,6.0,0,0.0,3.082535267,0.513755878,2595266.333,4495011.905,7785799,0,0,1,7.5,6.0,0.0,1
9986098,4,0,24,0,6,6.0,0,0.0,2.403341125,0.400556854,3328699.333,5764825.984,9986098,0,0,1,7.5,6.0,0.0,1
10,2,0,37,0,37,18.5,0,0.0,3700000.0,200000.0,10.0,0.0,10,0,1,1,37.0,18.5,0.0,0
60669,4,2,148,200,37,37.0,100,100.0,5736.043119,98.89729516,12133.8,22263.48999,51310,48,0,0,64.16666667,37.0,100.0,0
12011014,1,6,1375,30,1375,1375.0,6,5.0,116.9759689,0.582798422,2001835.667,4891057.555,0,12000000,1,1,397.1428571,1375.0,5.0,0
50032,3,6,26,11601,20,8.666666667,2920,1933.5,232391.2696,179.8848737,6254.0,14623.81982,7044,49947,0,0,1291.888889,8.666666667,1933.5,1
1100217,2,2,64,196,32,32.0,98,98.0,236.3170175,3.635646422,366739.0,635205.385,2,4,0,0,73.0,32.0,98.0,0
204,2,2,64,204,32,32.0,102,102.0,1313725.49,19607.84314,68.0,110.8512517,4,4,0,0,75.0,32.0,102.0,0
173,2,1,12,6,6,6.0,6,6.0,104046.2428,17341.04046,86.5,108.1873375,163,0,0,1,8.0,6.0,6.0,0
11903781,4,0,24,0,6,6.0,0,0.0,2.016166124,0.336027687,3967927.0,6870903.599,11900000,0,0,1,7.5,6.0,0.0,1
6157850,4,0,24,0,6,6.0,0,0.0,3.897464212,0.649577369,2052616.667,3554386.818,6157850,0,0,1,7.5,6.0,0.0,1
1815313,2,6,20,11607,20,10.0,5840,1934.5,6404.95606,4.406953512,259330.4286,685176.4732,1772,1815259,0,0,1453.375,10.0,1934.5,1
73917,3,6,26,11607,20,8.666666667,4380,1934.5,157379.2226,121.7581882,9239.625,25699.70555,804,73868,0,0,1292.555556,8.666666667,1934.5,1
3802925,5,0,30,0,6,6.0,0,0.0,7.888664646,1.314777441,950731.25,1900781.893,3802925,0,0,1,7.2,6.0,0.0,1
552,1,1,61,127,61,61.0,127,127.0,340579.7101,3623.188406,552.0,0.0,0,0,0,0,124.5,61.0,127.0,0
11318682,1,5,6,30,6,6.0,6,6.0,3.180582333,0.530097055,2263736.4,5039457.124,0,11300000,0,1,7.0,6.0,6.0,0
1765911,3,5,26,11607,20,8.666666667,7300,2321.4,6587.534706,4.530239633,252273.0,666922.5154,902,1765867,0,0,1454.125,8.666666667,2321.4,1
206012,5,0,30,0,6,6.0,0,0.0,145.6225851,24.27043085,51503.0,101662.4421,206012,0,0,1,7.2,6.0,0.0,1
95625467,8,6,56,11607,20,7.0,5755,1934.5,121.9654174,0.146404514,7355805.154,25900000.0,95600000,32150,0,1,833.5,7.0,1934.5,1
60959021,16,17,2389,10317,679,149.3125,1460,606.8823529,208.4351059,0.541347277,1904969.406,3925564.337,61000000,60900000,0,0,385.030303,149.3125,606.8823529,0
1884456,3,6,26,11607,20,8.666666667,5840,1934.5,6173.134316,4.77591411,235557.0,665996.8317,572,1884438,0,0,1292.555556,8.666666667,1934.5,1
120781,1,1,49,148,49,49.0,148,148.0,1631.051242,16.55889585,120781.0,0.0,0,0,0,0,123.0,49.0,148.0,0
903317,3,5,26,11601,20,8.666666667,5840,2320.2,12871.45044,8.856248692,129045.2857,337730.1813,7977,903253,0,0,1453.375,8.666666667,2320.2,1
5878904,4,0,24,0,6,6.0,0,0.0,4.082393589,0.680398932,1959634.667,3394139.176,5878904,0,0,1,7.5,6.0,0.0,1
97822370,6,9,12976,56,4380,2162.666667,20,6.222222222,133.2210618,0.15333916,6987312.143,24800000.0,97800000,97200000,1,1,960.4666667,2162.666667,6.222222222,0
11027703,5,0,30,0,6,6.0,0,0.0,2.720421469,0.453403578,2756925.75,5506521.821,11000000,0,0,1,7.2,6.0,0.0,1
3846025,4,0,24,0,6,6.0,0,0.0,6.240209047,1.040034841,1282008.333,2219644.527,3846025,0,0,1,7.5,6.0,0.0,1
60601878,14,14,5013,3269,2920,358.0714286,1521,233.5,136.6624315,0.462031886,2244514.0,4183873.054,60600000,60500000,0,0,295.7857143,358.0714286,233.5,0
336,3,0,31,0,31,10.33333333,0,0.0,92261.90476,8928.571429,168.0,168.2914139,336,0,0,1,10.33333333,10.33333333,0.0,0
7712769,4,0,24,0,6,6.0,0,0.0,3.11172291,0.518620485,2570923.0,4452137.034,7712769,0,0,1,7.5,6.0,0.0,1
8386330,7,4,50,11601,20,7.142857143,8760,2900.25,1389.284705,1.311658377,838633.0,2532164.453,8130056,280927,0,1,1059.727273,7.142857143,2900.25,1
631324,2,5,20,11607,20,10.0,10135,2321.4,18416.85094,11.08780911,105220.6667,257259.9154,715,631308,0,0,1661.0,10.0,2321.4,1
6215672,3,1,0,0,0,0.0,0,0.0,0.0,0.643534601,2071890.667,3484923.491,6215672,0,0,0,0.0,0.0,0.0,0
779160,3,7,26,11607,20,8.666666667,4380,1658.142857,14930.18122,12.83433441,86573.33333,259354.057,648,779115,0,0,1163.3,8.666666667,1658.142857,1
202,2,2,70,168,35,35.0,84,84.0,1178217.822,19801.9802,67.33333333,114.8927036,1,1,0,0,68.25,35.0,84.0,0
2262947,4,0,24,0,6,6.0,0,0.0,10.60563946,1.767606577,754315.6667,1305649.727,2262947,0,0,1,7.5,6.0,0.0,1
368194,5,2,11607,26,11595,2321.4,20,13.0,31594.75711,19.01171665,61365.66667,149916.4467,368194,95,0,0,1661.857143,2321.4,13.0,0
4083937,4,0,24,0,6,6.0,0,0.0,5.876682231,0.979447038,1361312.333,2357858.662,4083937,0,0,1,7.5,6.0,0.0,1
80953930,8,5,56,11601,20,7.0,5840,2320.2,143.9954799,0.160585162,6746160.833,20400000.0,81000000,39383,0,1,897.1538462,7.0,2320.2,1
209,2,2,64,204,32,32.0,102,102.0,1282296.651,19138.75598,69.66666667,79.05272502,3,49,0,0,75.0,32.0,102.0,0
101894958,8,5,56,11607,20,7.0,10135,2321.4,114.4610119,0.127582368,8491246.5,28200000.0,101000000,560634,0,1,897.6153846,7.0,2321.4,1
10393399,10,13,8017,7784,5840,801.7,1685,598.7692308,1520.29187,2.212943042,472427.2273,2127762.158,395438,10400000,0,0,687.0,801.7,598.7692308,0
1870554,3,4,26,11607,20,8.666666667,11595,2901.75,6219.013191,3.742206854,311759.0,763130.2468,960,1870538,0,0,1661.857143,8.666666667,2901.75,1
61494184,16,15,1470,5676,1078,91.875,1460,378.4,116.2061115,0.504112714,2049806.133,4042684.13,61500000,61400000,0,0,230.516129,91.875,378.4,0
97744457,8,6,56,11607,20,7.0,5840,1934.5,119.3213442,0.143230628,7518804.385,25100000.0,97200000,497155,0,1,833.5,7.0,1934.5,1
7785784,5,0,30,0,6,6.0,0,0.0,3.853176507,0.642196085,1946446.0,3892098.688,7785784,0,0,1,7.2,6.0,0.0,1
1684333,3,6,26,11607,20,8.666666667,4380,1934.5,6906.591511,5.343361437,210541.625,595180.0206,489,1684244,0,0,1292.555556,8.666666667,1934.5,1
724444,3,6,26,11607,20,8.666666667,4380,1934.5,16057.83194,12.42332051,90555.5,255540.6296,1195,724394,0,0,1292.555556,8.666666667,1934.5,1
46772,1,1,44,116,44,44.0,116,116.0,3420.850081,42.76062602,46772.0,0.0,0,0,0,0,102.0,44.0,116.0,0
1766683,3,4,26,11607,20,8.666666667,11595,2901.75,6584.656104,3.962227519,294447.1667,720746.6196,873,1766483,0,0,1661.857143,8.666666667,2901.75,1
98334604,8,6,56,11601,20,7.0,2920,1933.5,118.5442309,0.142371042,7564200.308,23800000.0,97900000,474302,0,1,833.0714286,7.0,1933.5,1
86,1,1,0,0,0,0.0,0,0.0,0.0,23255.81395,86.0,0.0,0,0,0,1,0.0,0.0,0.0,0
8039085,6,8,12976,50,5840,2162.666667,20,6.25,1620.333657,1.741491724,618391.1538,1754508.984,8039085,6388870,1,1,1028.642857,2162.666667,6.25,0
1084189,3,4,26,11601,20,8.666666667,8760,2900.25,10724.14496,6.456438868,180698.1667,430890.6193,23893,1084139,0,0,1661.0,8.666666667,2900.25,1
12868669,5,0,30,0,6,6.0,0,0.0,2.331243425,0.388540571,3217167.25,6433661.851,12900000,0,0,1,7.2,6.0,0.0,1
82600380,8,5,56,11607,20,7.0,7215,2321.4,141.1978976,0.157384264,6883365.0,23000000.0,80800000,1851426,0,1,897.6153846,7.0,2321.4,1
1570033,3,4,26,11601,20,8.666666667,7215,2900.25,7405.576825,4.458505012,261672.1667,639207.6566,3302,1570024,0,0,1661.0,8.666666667,2900.25,1
2077978,5,0,30,0,6,6.0,0,0.0,14.43711146,2.406185244,519494.5,1038328.436,2077978,0,0,1,7.2,6.0,0.0,1
1066225,3,5,26,11607,20,8.666666667,10220,2321.4,10910.45511,7.503106755,152317.8571,402463.0837,1097,1066164,0,0,1454.125,8.666666667,2321.4,1
81713192,8,4,56,11607,20,7.0,11595,2901.75,142.7309314,0.146855112,7428472.0,21900000.0,81700000,32974,0,1,972.4166667,7.0,2901.75,1
5043760,5,0,30,0,6,6.0,0,0.0,5.947943598,0.991323933,1260940.0,2519301.646,5043760,0,0,1,7.2,6.0,0.0,1
139571,3,5,26,11601,20,8.666666667,5840,2320.2,83305.27115,57.3184974,19938.71429,46823.3356,13519,139566,0,0,1453.375,8.666666667,2320.2,1
1277582,3,5,26,11607,20,8.666666667,10220,2321.4,9105.482075,6.261828986,182511.7143,482479.372,648,1277562,0,0,1454.125,8.666666667,2321.4,1
5973990,4,0,24,0,6,6.0,0,0.0,4.017415496,0.669569249,1991330.0,3446497.088,5973990,0,0,1,7.5,6.0,0.0,1
96,1,1,6,6,6,6.0,6,6.0,125000.0,20833.33333,96.0,0.0,0,0,0,1,9.0,6.0,6.0,0
1864095,6,2,11601,26,5840,1933.5,20,13.0,6237.343054,4.291626768,266299.2857,701267.8737,1864095,992,0,0,1453.375,1933.5,13.0,0
60066,3,7,26,11607,20,8.666666667,4380,1658.142857,193670.296,166.4835348,6674.0,18822.87534,2955,59829,0,0,1163.3,8.666666667,1658.142857,1
715210,3,5,26,11601,20,8.666666667,5840,2320.2,16256.76375,11.18552593,102172.8571,264142.8104,13024,715172,0,0,1453.375,8.666666667,2320.2,1
